epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
23,3434.59,0.71618,0.67936,1.1977,0.79674,0.6402,0.70172,0.5396,0.84892,0.78489,1.21878,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
24,3582.09,0.70821,0.66766,1.19337,0.77795,0.65955,0.73182,0.55931,0.84644,0.76126,1.21459,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
25,3729.55,0.707,0.66104,1.18854,0.82426,0.64144,0.73479,0.56973,0.83606,0.74049,1.20354,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
26,3877.3,0.70217,0.65531,1.18446,0.80911,0.67299,0.74331,0.57488,0.83435,0.73898,1.20324,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
27,4024.73,0.69625,0.65243,1.1831,0.79181,0.6922,0.75458,0.57859,0.82874,0.73248,1.20245,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
28,4173.28,0.68964,0.64368,1.18118,0.79281,0.66476,0.72918,0.56967,0.82148,0.73509,1.2009,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
29,4320.04,0.69138,0.64543,1.18001,0.82606,0.66084,0.73919,0.57697,0.81429,0.72629,1.19164,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
30,4466.4,0.68564,0.63498,1.17448,0.80812,0.66274,0.7301,0.56958,0.80709,0.7315,1.18454,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
31,4613.09,0.67901,0.62767,1.17088,0.84656,0.65149,0.74087,0.57567,0.80586,0.71596,1.18519,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
32,4761.79,0.67882,0.62861,1.17279,0.82272,0.65789,0.75334,0.58551,0.80486,0.70265,1.18114,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
33,4907.68,0.6764,0.61938,1.16761,0.81689,0.69088,0.75944,0.58735,0.80442,0.70561,1.18223,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
34,5056.94,0.66859,0.61615,1.16398,0.78455,0.70673,0.76186,0.59421,0.80355,0.70142,1.18204,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
35,5207.96,0.67279,0.61691,1.16575,0.7912,0.70545,0.76478,0.59181,0.803,0.69579,1.17921,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
36,5354.53,0.67071,0.61129,1.16605,0.77334,0.71067,0.75649,0.59076,0.80005,0.69605,1.17682,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
37,5502.23,0.66674,0.60856,1.16114,0.79756,0.70072,0.7596,0.59347,0.79711,0.69234,1.17678,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
38,5650.56,0.65777,0.59634,1.15674,0.79309,0.70507,0.7623,0.59705,0.79304,0.68928,1.17458,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
39,5798.15,0.65483,0.59775,1.15492,0.83669,0.68557,0.76482,0.59713,0.79326,0.68793,1.17493,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
40,5946.87,0.65453,0.59548,1.15253,0.83683,0.68354,0.76093,0.59706,0.79105,0.68574,1.17415,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
41,6095.06,0.65136,0.59026,1.15278,0.82603,0.68295,0.76418,0.5989,0.78977,0.68446,1.17334,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
42,6243.34,0.6477,0.58326,1.14891,0.8281,0.68451,0.76144,0.59722,0.78936,0.68331,1.17272,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
43,6390.02,0.64952,0.5806,1.15008,0.83377,0.68588,0.76712,0.59992,0.78706,0.68274,1.1717,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
44,6537.64,0.64965,0.57877,1.15072,0.82482,0.69423,0.76689,0.60227,0.78529,0.68187,1.17017,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
45,6687.64,0.64133,0.57256,1.14516,0.81345,0.69779,0.77091,0.60401,0.7838,0.6804,1.16944,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
46,6836.52,0.64219,0.57299,1.14796,0.81501,0.69414,0.77085,0.60542,0.78245,0.67898,1.16797,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
47,6984.85,0.63571,0.56567,1.14215,0.82255,0.6901,0.77441,0.60916,0.78071,0.6761,1.16608,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
48,7133.27,0.63329,0.55805,1.13715,0.84692,0.68995,0.77938,0.61233,0.78062,0.67427,1.16617,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
49,7282.33,0.6312,0.55795,1.1389,0.8424,0.69285,0.77807,0.60967,0.78008,0.67342,1.16561,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
50,7433.34,0.63085,0.55917,1.13951,0.80146,0.72152,0.77975,0.61114,0.78002,0.67295,1.16501,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
51,7596.36,0.6319,0.55935,1.13835,0.79252,0.72302,0.78198,0.61325,0.77864,0.67237,1.16417,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,7744.58,0.62554,0.55083,1.13546,0.79314,0.72131,0.78205,0.61368,0.7778,0.6723,1.16343,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
53,7893.41,0.61731,0.54113,1.13008,0.79791,0.71769,0.78055,0.61401,0.77649,0.67144,1.16234,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
54,8043.01,0.62397,0.5454,1.13322,0.79986,0.71697,0.78214,0.61446,0.77563,0.67102,1.16173,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
55,8193.17,0.61964,0.53869,1.13011,0.81061,0.71376,0.78365,0.61619,0.77478,0.66972,1.16103,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
56,8341.62,0.62064,0.54035,1.13112,0.81156,0.71287,0.78346,0.61671,0.77382,0.66825,1.16071,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
57,8490.75,0.61316,0.53152,1.1253,0.8115,0.71081,0.78427,0.61601,0.77344,0.66809,1.16046,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
58,8642.17,0.60797,0.52857,1.12359,0.81327,0.7067,0.78448,0.61708,0.77334,0.66827,1.16053,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
59,8790.78,0.60947,0.53093,1.12234,0.81535,0.70992,0.78662,0.6185,0.77284,0.66786,1.16006,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
60,8940.57,0.60145,0.52042,1.11739,0.79669,0.71647,0.78661,0.62086,0.77223,0.66682,1.15933,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
61,9090.35,0.60461,0.52802,1.12157,0.82292,0.70332,0.78629,0.61842,0.77195,0.66647,1.15932,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
62,9238.82,0.60133,0.51565,1.11547,0.78828,0.7251,0.78689,0.61887,0.77155,0.66506,1.15912,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,9387.59,0.59711,0.51473,1.11639,0.8274,0.70344,0.78736,0.61763,0.77083,0.66391,1.15887,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,9539.64,0.59594,0.51492,1.11369,0.83413,0.70742,0.79092,0.61972,0.77051,0.66325,1.1586,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
65,9691.86,0.59485,0.50867,1.11219,0.83185,0.70667,0.79252,0.62108,0.76998,0.66157,1.15813,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,9838.41,0.59091,0.50472,1.11028,0.80699,0.71745,0.79145,0.61832,0.76948,0.66127,1.15787,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,9987.16,0.58811,0.50271,1.11017,0.80141,0.7216,0.79135,0.62017,0.76925,0.66059,1.15758,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,10137.1,0.5856,0.49786,1.10796,0.84996,0.68975,0.7916,0.62103,0.76883,0.65992,1.15711,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,10284.4,0.58491,0.49587,1.1074,0.85194,0.68958,0.79192,0.62021,0.76822,0.65897,1.15678,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,10429.3,0.5829,0.49531,1.1057,0.84548,0.69859,0.79232,0.61925,0.76731,0.65796,1.15604,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,10570.8,0.57782,0.48939,1.10416,0.8496,0.69621,0.79494,0.62211,0.76702,0.65713,1.15596,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,10714.4,0.58107,0.49284,1.10431,0.84768,0.69848,0.79448,0.62089,0.76688,0.65655,1.15561,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,10857.2,0.57485,0.48643,1.10368,0.85074,0.69665,0.79524,0.6233,0.76681,0.65608,1.15551,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,11001.4,0.56853,0.48035,1.09717,0.83713,0.7078,0.7952,0.62439,0.76654,0.65584,1.15518,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,11144.9,0.56848,0.48061,1.09709,0.83265,0.70818,0.79527,0.62527,0.76595,0.65494,1.15443,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,11292.1,0.56619,0.47827,1.09546,0.83627,0.70909,0.79504,0.62561,0.76568,0.65409,1.15414,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,11440.3,0.5626,0.47597,1.09394,0.83278,0.71188,0.79779,0.62633,0.76527,0.65351,1.15373,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,11586.2,0.55951,0.47181,1.09157,0.83264,0.71155,0.79685,0.62633,0.76516,0.65343,1.15376,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,11733.3,0.55347,0.46601,1.09035,0.82925,0.71622,0.79607,0.62572,0.76512,0.65217,1.15387,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,11880.5,0.55329,0.46518,1.08807,0.82878,0.71574,0.79594,0.62736,0.76478,0.65195,1.15367,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,12026.7,0.55223,0.46282,1.08676,0.83038,0.71608,0.79629,0.62854,0.76389,0.65154,1.15292,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,12173.1,0.5481,0.45837,1.08279,0.8311,0.71709,0.79606,0.62914,0.76346,0.65047,1.15208,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,12319.4,0.54508,0.45508,1.08045,0.83266,0.71614,0.79619,0.6289,0.76335,0.65026,1.15213,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,12466.4,0.5454,0.4541,1.08123,0.83809,0.71473,0.79801,0.63029,0.7632,0.64937,1.15205,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,12615.4,0.54118,0.44625,1.08121,0.8363,0.71602,0.79767,0.62982,0.76361,0.64924,1.15231,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,12761.1,0.53697,0.44281,1.0784,0.84029,0.71416,0.79895,0.63006,0.76366,0.64826,1.15232,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,12908.8,0.53561,0.44267,1.0771,0.83895,0.71418,0.79823,0.62855,0.76367,0.6476,1.15222,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,13057.7,0.53345,0.44054,1.07518,0.83427,0.71499,0.79859,0.62846,0.76369,0.64681,1.15228,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,13205.1,0.52937,0.4371,1.07373,0.8304,0.71717,0.7997,0.62915,0.76294,0.64622,1.15162,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,13350.7,0.52813,0.43625,1.07375,0.8272,0.71852,0.8,0.63,0.76254,0.64528,1.15083,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,13564,0.50333,0.35901,1.08142,0.82835,0.71893,0.79998,0.62899,0.76189,0.64372,1.15041,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,13710.6,0.48786,0.34272,1.06787,0.82779,0.71908,0.79997,0.62925,0.76164,0.64309,1.14991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,13860.1,0.48464,0.33845,1.06582,0.82825,0.72118,0.80041,0.62888,0.76129,0.64264,1.14963,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,14008.7,0.4723,0.32712,1.05694,0.82459,0.72674,0.7998,0.62784,0.76084,0.64181,1.14918,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,14159,0.46581,0.3238,1.049,0.82432,0.72668,0.80031,0.62823,0.7606,0.64041,1.14894,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,14308,0.46001,0.31988,1.04914,0.82654,0.72646,0.80083,0.62977,0.75989,0.63966,1.14848,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,14456.1,0.45679,0.31702,1.04424,0.83613,0.72088,0.80026,0.63001,0.75956,0.63887,1.14842,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,14605.5,0.45373,0.31151,1.0418,0.83692,0.71831,0.79917,0.62968,0.75881,0.63815,1.14796,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,14753.3,0.44564,0.30688,1.0342,0.83631,0.72421,0.80051,0.63204,0.75816,0.63775,1.14766,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,14900.8,0.44384,0.30547,1.03415,0.83187,0.72773,0.80135,0.63234,0.75785,0.63669,1.14766,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
